eval_split,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,cache_sha256,cache_sha256_runtime,trufor_score,native_height,native_width,map_min,map_max,map_mean,map_path,inference_status,condition,preprocessing,checkpoint_sha256,run_tag,clean_prediction,clean_correct,frozen_threshold
dev_val,train/bonafide/scan/french-124_03.jpg,data/processed/policy_c/train/bonafide/scan/french-124_03.jpg,french-124_03,bonafide,,scan,0,87,695f0a9300deb55660c77b64e2f7417c86364a3fe362e61422a1dad1d568a06b,695f0a9300deb55660c77b64e2f7417c86364a3fe362e61422a1dad1d568a06b,0.7147957682609558,1249,1996,0.0122030042111873,0.9924720525741576,0.3378108739852905,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/french-124_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/huawei/ukraine-025_03.jpg,data/processed/policy_c/train/bonafide/huawei/ukraine-025_03.jpg,ukraine-025_03,bonafide,,huawei,0,69,8c605d66ecd274206eecc75e90d4fa0808bd29eef083252cc0e89ee0950560c0,8c605d66ecd274206eecc75e90d4fa0808bd29eef083252cc0e89ee0950560c0,0.7116445302963257,2002,3233,0.0259989351034164,0.9905340671539308,0.4989198744297027,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/ukraine-025_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/scan/ukraine-025_03.jpg,data/processed/policy_c/train/bonafide/scan/ukraine-025_03.jpg,ukraine-025_03,bonafide,,scan,0,57,054fc9afce47a0dfcc9196f19a9461fa93afa3a89258ed4ca8245d154040592c,054fc9afce47a0dfcc9196f19a9461fa93afa3a89258ed4ca8245d154040592c,0.7104753255844116,1251,1995,0.0005265786894597,0.996337890625,0.0609800331294536,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/ukraine-025_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/scan/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,data/processed/policy_c_official_test/test/bonafide/scan/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg,chinese2-flickr_M_36353666424_ab1a94e172_k,bonafide,,scan,0,59,3435b499766ae27d461e6410d907b68fc27bdb4971dfdfa4e80be6433eea16ba,3435b499766ae27d461e6410d907b68fc27bdb4971dfdfa4e80be6433eea16ba,0.7084271907806396,1251,1996,0.0057893376797437,0.9892895817756652,0.2486848384141922,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/scan/chinese2-flickr_M_36353666424_ab1a94e172_k.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/iphone15/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.jpg,data/processed/policy_c_official_test/test/bonafide/iphone15/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.jpg,chinese2-flickr_F_16858102101_d4c5c1e7a2_c,bonafide,,iphone15,0,57,c6a3a09b02c86c682aac95e4eaf6eef4f9a33a6bbe463a47e97bc8f8b2542cd4,c6a3a09b02c86c682aac95e4eaf6eef4f9a33a6bbe463a47e97bc8f8b2542cd4,0.7069963216781616,1733,2766,0.0245243683457374,0.984865427017212,0.3763552010059356,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/iphone15/chinese2-flickr_F_16858102101_d4c5c1e7a2_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/scan/singapore-flickr_F_30532886723_e55b04664f_k.jpg,data/processed/policy_c_official_test/test/bonafide/scan/singapore-flickr_F_30532886723_e55b04664f_k.jpg,singapore-flickr_F_30532886723_e55b04664f_k,bonafide,,scan,0,58,0e761f1f7edffd5047fd273cddad016ab52aecad1ce59e844419e5c2c13c79c2,0e761f1f7edffd5047fd273cddad016ab52aecad1ce59e844419e5c2c13c79c2,0.7055697441101074,1246,1994,0.0108687244355678,0.9952405691146852,0.2437256574630737,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/scan/singapore-flickr_F_30532886723_e55b04664f_k.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/scan/usa-034_03.jpg,data/processed/policy_c/train/bonafide/scan/usa-034_03.jpg,usa-034_03,bonafide,,scan,0,69,0b66f1ac14fc073fd65d988dc582a5d438a8684c8e114b487e9ff30db2ea2391,0b66f1ac14fc073fd65d988dc582a5d438a8684c8e114b487e9ff30db2ea2391,0.7030152678489685,1250,1993,0.0077954223379492,0.9813164472579956,0.2004914730787277,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/usa-034_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/huawei/arabic-120_03.jpg,data/processed/policy_c/train/bonafide/huawei/arabic-120_03.jpg,arabic-120_03,bonafide,,huawei,0,67,921aea4ad2ebc7ab7980776689d99ab55a3cb38ef47bb75a4dac1750d901220b,921aea4ad2ebc7ab7980776689d99ab55a3cb38ef47bb75a4dac1750d901220b,0.6985123753547668,1964,3181,0.0023606016766279,0.9970593452453612,0.1606946140527725,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/arabic-120_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/scan/chinese-113_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-113_03.jpg,chinese-113_03,bonafide,,scan,0,58,1e1a75d777dd81c623a4d28087d88f0b86894468dc81e85138ac9e42c32a4126,1e1a75d777dd81c623a4d28087d88f0b86894468dc81e85138ac9e42c32a4126,0.6969878673553467,1250,1990,0.0031148383859544,0.978435516357422,0.130340501666069,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/chinese-113_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/scan/singapore-flickr_M_46826659491_bab820563f_c.jpg,data/processed/policy_c_official_test/test/bonafide/scan/singapore-flickr_M_46826659491_bab820563f_c.jpg,singapore-flickr_M_46826659491_bab820563f_c,bonafide,,scan,0,68,d5147699cd19dd4ab72a8f6fe8f31925f5c013861985d1ec6b00af9f55516b5f,d5147699cd19dd4ab72a8f6fe8f31925f5c013861985d1ec6b00af9f55516b5f,0.6959425210952759,1248,1997,0.0345863439142704,0.9906732439994812,0.2647626399993896,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/scan/singapore-flickr_M_46826659491_bab820563f_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/huawei/chinese2-flickr_F_30990251270_6801e68759_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_F_30990251270_6801e68759_c.jpg,chinese2-flickr_F_30990251270_6801e68759_c,bonafide,,huawei,0,90,fd26308babd3e37bc14e22ea7176faaceff981c0d9d4a8a8a9ebbfb08b23b7ff,fd26308babd3e37bc14e22ea7176faaceff981c0d9d4a8a8a9ebbfb08b23b7ff,0.694407045841217,2066,3257,0.2790248095989227,0.989247739315033,0.7059720158576965,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/huawei/chinese2-flickr_F_30990251270_6801e68759_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/scan/chinese-NF-1085.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1085.jpg,chinese-NF-1085,bonafide,,scan,0,50,22c8bbff1bdc29e02f3cb305225dc2328dea05f938bdb012dd99f9fca30a8658,22c8bbff1bdc29e02f3cb305225dc2328dea05f938bdb012dd99f9fca30a8658,0.6911871433258057,1251,1994,0.0081516597419977,0.9682932496070862,0.2752132713794708,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/scan/chinese-NF-1085.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/huawei/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg,chinese2-flickr_F_32689517821_bfacb0e1ba_h,bonafide,,huawei,0,81,a192124ddba155e84de01f87766c3284bd0744a71c77430e028926af5deee5ab,a192124ddba155e84de01f87766c3284bd0744a71c77430e028926af5deee5ab,0.6908670663833618,2065,3230,0.2962800860404968,0.9688770174980164,0.8174474835395813,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/huawei/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/scan/singapore-flickr_F_19679296994_d0fc2a7ac6_o.jpg,data/processed/policy_c_official_test/test/bonafide/scan/singapore-flickr_F_19679296994_d0fc2a7ac6_o.jpg,singapore-flickr_F_19679296994_d0fc2a7ac6_o,bonafide,,scan,0,50,8509e27fa2015f1d67ff5aa812d79b7f43ef7fbe82e3aec5d6abe8fcccb3979e,8509e27fa2015f1d67ff5aa812d79b7f43ef7fbe82e3aec5d6abe8fcccb3979e,0.6901875734329224,1246,1997,0.0101817082613706,0.9916788935661316,0.1968041509389877,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/scan/singapore-flickr_F_19679296994_d0fc2a7ac6_o.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg,chinese2-flickr_M_26097180114_4c514c928d_c,bonafide,,huawei,0,73,f30f963f3d9f7d37b422da8e1574590c3e263da3cd4587877073a16fc8357ea6,f30f963f3d9f7d37b422da8e1574590c3e263da3cd4587877073a16fc8357ea6,0.6889170408248901,2050,3233,0.0454475842416286,0.9900513291358948,0.5882208347320557,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/huawei/chinese2-flickr_M_26097180114_4c514c928d_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/huawei/ukraine-NF-1068.jpg,data/processed/policy_c/train/bonafide/huawei/ukraine-NF-1068.jpg,ukraine-NF-1068,bonafide,,huawei,0,50,dcd65c8d433c57fcbdbf43bb2c5369935aeb31ce11e08a9d50071d7dc5d56b1c,dcd65c8d433c57fcbdbf43bb2c5369935aeb31ce11e08a9d50071d7dc5d56b1c,0.688906192779541,1980,3210,0.0010093949967995,0.99832683801651,0.072810597717762,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/ukraine-NF-1068.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/scan/singapore-flickr_M_22512816725_a88536de72_c.jpg,data/processed/policy_c_official_test/test/bonafide/scan/singapore-flickr_M_22512816725_a88536de72_c.jpg,singapore-flickr_M_22512816725_a88536de72_c,bonafide,,scan,0,62,d0f38513653b3112c2df2ecfe4bd3dd6498bc5b2c60a3ed60c455a2872966387,d0f38513653b3112c2df2ecfe4bd3dd6498bc5b2c60a3ed60c455a2872966387,0.6888002157211304,1246,1997,0.0157016906887292,0.9944567680358888,0.2256467640399933,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/scan/singapore-flickr_M_22512816725_a88536de72_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/iphone15pro/french-NF-1082.jpg,data/processed/policy_c/train/bonafide/iphone15pro/french-NF-1082.jpg,french-NF-1082,bonafide,,iphone15pro,0,58,02f6be9ccef1ab75bab2d351fbc1323f96ee4ff6b5e30f78095659d4eff1d0b3,02f6be9ccef1ab75bab2d351fbc1323f96ee4ff6b5e30f78095659d4eff1d0b3,0.6885714530944824,1785,2801,0.0013667132006958,0.9950960278511048,0.0895011276006698,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/french-NF-1082.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/huawei/chinese2-flickr_F_21696826019_7407a3bea0_k.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_F_21696826019_7407a3bea0_k.jpg,chinese2-flickr_F_21696826019_7407a3bea0_k,bonafide,,huawei,0,89,381e93af37bbaeb9b5c86e027ed18cf8ed009bacfcfe8a73e6bab8d49a9de186,381e93af37bbaeb9b5c86e027ed18cf8ed009bacfcfe8a73e6bab8d49a9de186,0.6878278851509094,2037,3229,0.2211149781942367,0.9814754724502563,0.7580673694610596,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/huawei/chinese2-flickr_F_21696826019_7407a3bea0_k.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/iphone15/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,data/processed/policy_c_official_test/test/bonafide/iphone15/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg,chinese2-flickr_M_22911363774_20c12ce7ec_c,bonafide,,iphone15,0,67,41cfe54b1dbf03ee04653df6678f4119012282b51f2ec7991c0751c5736c5542,41cfe54b1dbf03ee04653df6678f4119012282b51f2ec7991c0751c5736c5542,0.6857199668884277,1721,2773,0.0349622182548046,0.987862229347229,0.4125285446643829,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/iphone15/chinese2-flickr_M_22911363774_20c12ce7ec_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/iphone15pro/portugal-013_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/portugal-013_03.jpg,portugal-013_03,bonafide,,iphone15pro,0,58,930e20635aa73332f5058883b08437147693c32824211c8bae218646d4da4784,930e20635aa73332f5058883b08437147693c32824211c8bae218646d4da4784,0.6854638457298279,1614,2641,0.0050661019049584,0.9900902509689332,0.2952894270420074,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/iphone15pro/portugal-013_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/scan/netherland-flickr_M_2409019110_4f42632225_o.jpg,data/processed/policy_c_official_test/test/bonafide/scan/netherland-flickr_M_2409019110_4f42632225_o.jpg,netherland-flickr_M_2409019110_4f42632225_o,bonafide,,scan,0,73,1dc094fd657f7940c10804c6b44d6e5ec8883b5fec312c172ec69e556f38625e,1dc094fd657f7940c10804c6b44d6e5ec8883b5fec312c172ec69e556f38625e,0.6851062774658203,1248,1992,0.0300672072917222,0.986241340637207,0.4209995567798614,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/scan/netherland-flickr_M_2409019110_4f42632225_o.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/huawei/ukraine-NF-1073.jpg,data/processed/policy_c/train/bonafide/huawei/ukraine-NF-1073.jpg,ukraine-NF-1073,bonafide,,huawei,0,66,09e5e248019093107b323b1e965b7b6f434d85aa823635a60f0153f3cb2dbc05,09e5e248019093107b323b1e965b7b6f434d85aa823635a60f0153f3cb2dbc05,0.6849619746208191,1962,3190,0.0019362965831533,0.9958732724189758,0.0751807689666748,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/ukraine-NF-1073.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/huawei/chinese2-flickr_F_33552328531_f6d5dd17b8_c.jpg,data/processed/policy_c_official_test/test/bonafide/huawei/chinese2-flickr_F_33552328531_f6d5dd17b8_c.jpg,chinese2-flickr_F_33552328531_f6d5dd17b8_c,bonafide,,huawei,0,90,d687434309a3b8933cf813cec8cb46789a4819b28ffaee0141e4f181759a5904,d687434309a3b8933cf813cec8cb46789a4819b28ffaee0141e4f181759a5904,0.6839799284934998,2050,3221,0.1615569442510604,0.9770689606666564,0.7095694541931152,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/huawei/chinese2-flickr_F_33552328531_f6d5dd17b8_c.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
dev_val,train/bonafide/huawei/chinese-142_03.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-142_03.jpg,chinese-142_03,bonafide,,huawei,0,60,d3c67f7ec6a40108c7b2c23e0fe0d41f4fea8725f7fb5b292ed221e06c852a94,d3c67f7ec6a40108c7b2c23e0fe0d41f4fea8725f7fb5b292ed221e06c852a94,0.6836506724357605,1967,3195,0.0090833120048046,0.9915061593055724,0.2536917924880981,output/LABPC/trufor_pretrained_policy_c_native/maps/dev_val/train/bonafide/huawei/chinese-142_03.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
official_test,test/bonafide/iphone15/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg,data/processed/policy_c_official_test/test/bonafide/iphone15/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg,chinese2-flickr_F_32689517821_bfacb0e1ba_h,bonafide,,iphone15,0,84,090ab8ee7c74fc66999e0e795c89af78adb02e1599c8d4a22d54e4b03825c3da,090ab8ee7c74fc66999e0e795c89af78adb02e1599c8d4a22d54e4b03825c3da,0.6818331480026245,1747,2763,0.1443804055452346,0.9702211618423462,0.6713584661483765,output/LABPC/trufor_pretrained_policy_c_native/maps/official_test/test/bonafide/iphone15/chinese2-flickr_F_32689517821_bfacb0e1ba_h.jpg.npz,computed,policy_c_native,native_RGB_float32_div256,ac1d90e329a72e0d66e8665e123a19e94bfae3209c3ef8a4f9ca3b91578c7844,LABPC,1,False,0.5329559743404388
