eval_split,variant,image_path,file_stem,hardware_source,region_index_within_image,field_name,kind,original_x0,original_y0,original_x1,original_y1,clipped,native_width,native_height,valid_after_clip,x0,y0,x1,y1
dev_val,digital_2,train/attack/digital_2/iphone15pro/usa-NM-1038.jpg,usa-NM-1038,iphone15pro,3,doe,text,657,322,762,419,False,2650,1617,True,657,322,762,419
dev_val,digital_2,train/attack/digital_2/iphone15pro/usa-NM-1038.jpg,usa-NM-1038,iphone15pro,4,name,text,899,588,1357,687,False,2650,1617,True,899,588,1357,687
dev_val,digital_2,train/attack/digital_2/scan/usa-NM-1038.jpg,usa-NM-1038,scan,0,face,face,107,625,558,1018,False,1993,1250,True,107,625,558,1018
dev_val,digital_2,train/attack/digital_2/scan/usa-NM-1038.jpg,usa-NM-1038,scan,1,face,face,1611,462,1842,663,False,1993,1250,True,1611,462,1842,663
dev_val,digital_2,train/attack/digital_2/scan/usa-NM-1038.jpg,usa-NM-1038,scan,2,dob,text,1829,751,1910,818,False,1993,1250,True,1829,751,1910,818
dev_val,digital_2,train/attack/digital_2/scan/usa-NM-1038.jpg,usa-NM-1038,scan,3,doe,text,477,267,558,336,False,1993,1250,True,477,267,558,336
dev_val,digital_2,train/attack/digital_2/scan/usa-NM-1038.jpg,usa-NM-1038,scan,4,name,text,667,464,1015,531,False,1993,1250,True,667,464,1015,531
official_test,digital_3,test/attack/digital_3/huawei/arabic-003_03.jpg,arabic-003_03,huawei,0,dob,text,1107,1162,1689,1278,False,3023,1884,True,1107,1162,1689,1278
official_test,digital_3,test/attack/digital_3/huawei/arabic-003_03.jpg,arabic-003_03,huawei,1,doe,text,1121,1655,1714,1771,False,3023,1884,True,1121,1655,1714,1771
official_test,digital_3,test/attack/digital_3/huawei/arabic-003_03.jpg,arabic-003_03,huawei,2,name,text,1097,696,1836,809,False,3023,1884,True,1097,696,1836,809
official_test,digital_3,test/attack/digital_3/huawei/arabic-005_03.jpg,arabic-005_03,huawei,0,dob,text,1102,1171,1693,1289,False,3068,1882,True,1102,1171,1693,1289
official_test,digital_3,test/attack/digital_3/huawei/arabic-005_03.jpg,arabic-005_03,huawei,1,doe,text,1118,1671,1676,1789,False,3068,1882,True,1118,1671,1676,1789
official_test,digital_3,test/attack/digital_3/huawei/arabic-005_03.jpg,arabic-005_03,huawei,2,name,text,1088,701,1819,819,False,3068,1882,True,1088,701,1819,819
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0002_000-c7338db1_1.jpg,arabic-01_0002_000-c7338db1_1,huawei,0,dob,text,1129,1221,1719,1362,False,3216,2013,True,1129,1221,1719,1362
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0002_000-c7338db1_1.jpg,arabic-01_0002_000-c7338db1_1,huawei,1,doe,text,1109,1754,1728,1900,False,3216,2013,True,1109,1754,1728,1900
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0002_000-c7338db1_1.jpg,arabic-01_0002_000-c7338db1_1,huawei,2,name,text,1146,723,1889,864,False,3216,2013,True,1146,723,1889,864
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0076_000-fd5000df_1.jpg,arabic-01_0076_000-fd5000df_1,huawei,0,dob,text,1149,1218,1781,1353,False,3208,1976,True,1149,1218,1781,1353
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0076_000-fd5000df_1.jpg,arabic-01_0076_000-fd5000df_1,huawei,1,doe,text,1141,1741,1784,1878,False,3208,1976,True,1141,1741,1784,1878
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0076_000-fd5000df_1.jpg,arabic-01_0076_000-fd5000df_1,huawei,2,name,text,1161,727,1908,864,False,3208,1976,True,1161,727,1908,864
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0095_000-18471808_1.jpg,arabic-01_0095_000-18471808_1,huawei,0,dob,text,1158,1224,1777,1360,False,3185,1971,True,1158,1224,1777,1360
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0095_000-18471808_1.jpg,arabic-01_0095_000-18471808_1,huawei,1,doe,text,1144,1740,1763,1874,False,3185,1971,True,1144,1740,1763,1874
official_test,digital_3,test/attack/digital_3/huawei/arabic-01_0095_000-18471808_1.jpg,arabic-01_0095_000-18471808_1,huawei,2,name,text,1170,730,1923,869,False,3185,1971,True,1170,730,1923,869
official_test,digital_3,test/attack/digital_3/huawei/arabic-024_03.jpg,arabic-024_03,huawei,0,dob,text,1148,1219,1769,1365,False,3211,1971,True,1148,1219,1769,1365
official_test,digital_3,test/attack/digital_3/huawei/arabic-024_03.jpg,arabic-024_03,huawei,1,doe,text,1136,1752,1763,1904,False,3211,1971,True,1136,1752,1763,1904
official_test,digital_3,test/attack/digital_3/huawei/arabic-024_03.jpg,arabic-024_03,huawei,2,name,text,1156,719,1932,859,False,3211,1971,True,1156,719,1932,859
official_test,digital_3,test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,huawei,0,dob,text,1147,1219,1760,1356,False,3186,1977,True,1147,1219,1760,1356
official_test,digital_3,test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,huawei,1,doe,text,1139,1744,1758,1883,False,3186,1977,True,1139,1744,1758,1883
official_test,digital_3,test/attack/digital_3/huawei/arabic-112_03.jpg,arabic-112_03,huawei,2,name,text,1153,727,1823,861,False,3186,1977,True,1153,727,1823,861
official_test,digital_3,test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,huawei,0,dob,text,1154,1217,1775,1353,False,3181,1964,True,1154,1217,1775,1353
official_test,digital_3,test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,huawei,1,doe,text,1142,1735,1757,1871,False,3181,1964,True,1142,1735,1757,1871
official_test,digital_3,test/attack/digital_3/huawei/arabic-120_03.jpg,arabic-120_03,huawei,2,name,text,1162,723,1903,862,False,3181,1964,True,1162,723,1903,862
official_test,digital_3,test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,huawei,0,dob,text,1149,1209,1777,1345,False,3175,1963,True,1149,1209,1777,1345
official_test,digital_3,test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,huawei,1,doe,text,1140,1729,1780,1865,False,3175,1963,True,1140,1729,1780,1865
official_test,digital_3,test/attack/digital_3/huawei/arabic-131_03.jpg,arabic-131_03,huawei,2,name,text,1160,716,2044,855,False,3175,1963,True,1160,716,2044,855
official_test,digital_3,test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,huawei,0,dob,text,1095,1144,1709,1277,False,3034,1879,True,1095,1144,1709,1277
official_test,digital_3,test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,huawei,1,doe,text,1087,1642,1647,1777,False,3034,1879,True,1087,1642,1647,1777
official_test,digital_3,test/attack/digital_3/huawei/arabic-139_03.jpg,arabic-139_03,huawei,2,name,text,1101,679,1837,812,False,3034,1879,True,1101,679,1837,812
official_test,digital_3,test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,huawei,0,dob,text,1161,1230,1787,1367,False,3208,1986,True,1161,1230,1787,1367
official_test,digital_3,test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,huawei,1,doe,text,1149,1750,1790,1887,False,3208,1986,True,1149,1750,1790,1887
official_test,digital_3,test/attack/digital_3/huawei/arabic-173_03.jpg,arabic-173_03,huawei,2,name,text,1169,733,1979,870,False,3208,1986,True,1169,733,1979,870
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,huawei,0,dob,text,1154,1211,1777,1345,False,3190,1963,True,1154,1211,1777,1345
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,huawei,1,doe,text,1143,1729,1754,1866,False,3190,1963,True,1143,1729,1754,1866
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1003.jpg,arabic-NF-1003,huawei,2,name,text,1166,717,1940,854,False,3190,1963,True,1166,717,1940,854
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,huawei,0,dob,text,1155,1212,1765,1346,False,3183,1965,True,1155,1212,1765,1346
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,huawei,1,doe,text,1146,1734,1727,1868,False,3183,1965,True,1146,1734,1727,1868
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1012.jpg,arabic-NF-1012,huawei,2,name,text,1166,721,1899,857,False,3183,1965,True,1166,721,1899,857
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,huawei,0,dob,text,1148,1211,1755,1344,False,3181,1962,True,1148,1211,1755,1344
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,huawei,1,doe,text,1140,1733,1767,1869,False,3181,1962,True,1140,1733,1767,1869
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1030.jpg,arabic-NF-1030,huawei,2,name,text,1157,718,1823,851,False,3181,1962,True,1157,718,1823,851
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1037.jpg,arabic-NF-1037,huawei,0,dob,text,1111,1165,1700,1279,False,3033,1889,True,1111,1165,1700,1279
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1037.jpg,arabic-NF-1037,huawei,1,doe,text,1125,1660,1709,1776,False,3033,1889,True,1125,1660,1709,1776
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1037.jpg,arabic-NF-1037,huawei,2,name,text,1097,698,1819,809,False,3033,1889,True,1097,698,1819,809
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1040.jpg,arabic-NF-1040,huawei,0,dob,text,1152,1212,1778,1349,False,3192,1969,True,1152,1212,1778,1349
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1040.jpg,arabic-NF-1040,huawei,1,doe,text,1144,1736,1756,1873,False,3192,1969,True,1144,1736,1756,1873
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1040.jpg,arabic-NF-1040,huawei,2,name,text,1161,720,1913,857,False,3192,1969,True,1161,720,1913,857
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1045.jpg,arabic-NF-1045,huawei,0,dob,text,1143,1223,1753,1359,False,3183,1977,True,1143,1223,1753,1359
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1045.jpg,arabic-NF-1045,huawei,1,doe,text,1135,1748,1753,1887,False,3183,1977,True,1135,1748,1753,1887
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1045.jpg,arabic-NF-1045,huawei,2,name,text,1155,730,1965,866,False,3183,1977,True,1155,730,1965,866
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,0,dob,text,1121,1165,1713,1279,False,3045,1891,True,1121,1165,1713,1279
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,1,doe,text,1132,1658,1721,1772,False,3045,1891,True,1132,1658,1721,1772
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1048.jpg,arabic-NF-1048,huawei,2,name,text,1110,698,1753,812,False,3045,1891,True,1110,698,1753,812
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1049.jpg,arabic-NF-1049,huawei,0,dob,text,1146,1215,1787,1351,False,3184,1964,True,1146,1215,1787,1351
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1049.jpg,arabic-NF-1049,huawei,1,doe,text,1135,1731,1762,1870,False,3184,1964,True,1135,1731,1762,1870
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1049.jpg,arabic-NF-1049,huawei,2,name,text,1155,721,1759,857,False,3184,1964,True,1155,721,1759,857
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1053.jpg,arabic-NF-1053,huawei,0,dob,text,1153,1213,1772,1347,False,3187,1964,True,1153,1213,1772,1347
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1053.jpg,arabic-NF-1053,huawei,1,doe,text,1142,1733,1775,1870,False,3187,1964,True,1142,1733,1775,1870
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1053.jpg,arabic-NF-1053,huawei,2,name,text,1165,722,1958,859,False,3187,1964,True,1165,722,1958,859
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,0,dob,text,1121,1162,1706,1276,False,3037,1894,True,1121,1162,1706,1276
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,1,doe,text,1134,1654,1716,1768,False,3037,1894,True,1134,1654,1716,1768
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1098.jpg,arabic-NF-1098,huawei,2,name,text,1107,699,1550,813,False,3037,1894,True,1107,699,1550,813
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1100.jpg,arabic-NF-1100,huawei,0,dob,text,1149,1212,1772,1349,False,3192,1972,True,1149,1212,1772,1349
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1100.jpg,arabic-NF-1100,huawei,1,doe,text,1138,1733,1758,1870,False,3192,1972,True,1138,1733,1758,1870
official_test,digital_3,test/attack/digital_3/huawei/arabic-NF-1100.jpg,arabic-NF-1100,huawei,2,name,text,1158,717,1893,854,False,3192,1972,True,1158,717,1893,854
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1029.jpg,arabic-NM-1029,huawei,0,dob,text,1151,1217,1735,1354,False,3197,1977,True,1151,1217,1735,1354
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1029.jpg,arabic-NM-1029,huawei,1,doe,text,1140,1744,1753,1884,False,3197,1977,True,1140,1744,1753,1884
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1029.jpg,arabic-NM-1029,huawei,2,name,text,1163,721,1999,858,False,3197,1977,True,1163,721,1999,858
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,huawei,0,dob,text,1138,1215,1758,1352,False,3193,1976,True,1138,1215,1758,1352
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,huawei,1,doe,text,1127,1739,1747,1879,False,3193,1976,True,1127,1739,1747,1879
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1064.jpg,arabic-NM-1064,huawei,2,name,text,1147,721,2214,864,False,3193,1976,True,1147,721,2214,864
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,0,dob,text,1148,1214,1788,1351,False,3189,1973,True,1148,1214,1788,1351
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,1,doe,text,1140,1737,1725,1874,False,3189,1973,True,1140,1737,1725,1874
official_test,digital_3,test/attack/digital_3/huawei/arabic-NM-1090.jpg,arabic-NM-1090,huawei,2,name,text,1160,720,1697,854,False,3189,1973,True,1160,720,1697,854
official_test,digital_3,test/attack/digital_3/huawei/chinese-001_03.jpg,chinese-001_03,huawei,0,dob,text,1948,1104,2517,1227,False,3193,1962,True,1948,1104,2517,1227
official_test,digital_3,test/attack/digital_3/huawei/chinese-001_03.jpg,chinese-001_03,huawei,1,doe,text,1038,1682,1575,1805,False,3193,1962,True,1038,1682,1575,1805
official_test,digital_3,test/attack/digital_3/huawei/chinese-001_03.jpg,chinese-001_03,huawei,2,name_en,text,1058,752,1524,872,False,3193,1962,True,1058,752,1524,872
official_test,digital_3,test/attack/digital_3/huawei/chinese-018_03.jpg,chinese-018_03,huawei,0,dob,text,1954,1108,2528,1230,False,3189,1971,True,1954,1108,2528,1230
official_test,digital_3,test/attack/digital_3/huawei/chinese-018_03.jpg,chinese-018_03,huawei,1,doe,text,1045,1688,1633,1810,False,3189,1971,True,1045,1688,1633,1810
official_test,digital_3,test/attack/digital_3/huawei/chinese-018_03.jpg,chinese-018_03,huawei,2,name_en,text,1065,754,1479,874,False,3189,1971,True,1065,754,1479,874
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,chinese-01_0003_000-98e8eaef_0,huawei,0,dob,text,1945,1102,2514,1224,False,3179,1956,True,1945,1102,2514,1224
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,chinese-01_0003_000-98e8eaef_0,huawei,1,doe,text,1039,1680,1600,1802,False,3179,1956,True,1039,1680,1600,1802
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0003_000-98e8eaef_0.jpg,chinese-01_0003_000-98e8eaef_0,huawei,2,name_en,text,1059,749,1409,868,False,3179,1956,True,1059,749,1409,868
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,chinese-01_0007_000-08f07a73_0,huawei,0,dob,text,1958,1099,2543,1222,False,3205,1960,True,1958,1099,2543,1222
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,chinese-01_0007_000-08f07a73_0,huawei,1,doe,text,1045,1680,1656,1803,False,3205,1960,True,1045,1680,1656,1803
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0007_000-08f07a73_0.jpg,chinese-01_0007_000-08f07a73_0,huawei,2,name_en,text,1065,746,1375,863,False,3205,1960,True,1065,746,1375,863
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,chinese-01_0012_000-48c56e4b_0,huawei,0,dob,text,1955,1100,2526,1222,False,3190,1963,True,1955,1100,2526,1222
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,chinese-01_0012_000-48c56e4b_0,huawei,1,doe,text,1049,1680,1637,1802,False,3190,1963,True,1049,1680,1637,1802
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0012_000-48c56e4b_0.jpg,chinese-01_0012_000-48c56e4b_0,huawei,2,name_en,text,1069,746,1563,866,False,3190,1963,True,1069,746,1563,866
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,chinese-01_0019_000-06d51424_0,huawei,0,dob,text,1952,1103,2546,1225,False,3191,1967,True,1952,1103,2546,1225
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,chinese-01_0019_000-06d51424_0,huawei,1,doe,text,1040,1681,1614,1806,False,3191,1967,True,1040,1681,1614,1806
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0019_000-06d51424_0.jpg,chinese-01_0019_000-06d51424_0,huawei,2,name_en,text,1063,749,1586,871,False,3191,1967,True,1063,749,1586,871
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,chinese-01_0022_000-3b9715ed_0,huawei,0,dob,text,1949,1105,2527,1227,False,3181,1963,True,1949,1105,2527,1227
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,chinese-01_0022_000-3b9715ed_0,huawei,1,doe,text,1043,1681,1604,1803,False,3181,1963,True,1043,1681,1604,1803
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0022_000-3b9715ed_0.jpg,chinese-01_0022_000-3b9715ed_0,huawei,2,name_en,text,1063,749,1530,868,False,3181,1963,True,1063,749,1530,868
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,chinese-01_0028_000-611e103a_0,huawei,0,dob,text,1956,1106,2565,1228,False,3192,1970,True,1956,1106,2565,1228
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,chinese-01_0028_000-611e103a_0,huawei,1,doe,text,1043,1684,1643,1809,False,3192,1970,True,1043,1684,1643,1809
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0028_000-611e103a_0.jpg,chinese-01_0028_000-611e103a_0,huawei,2,name_en,text,1066,749,1629,871,False,3192,1970,True,1066,749,1629,871
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,chinese-01_0034_000-9b26d58c_0,huawei,0,dob,text,1850,1055,2405,1172,False,3037,1890,True,1850,1055,2405,1172
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,chinese-01_0034_000-9b26d58c_0,huawei,1,doe,text,990,1600,1539,1717,False,3037,1890,True,990,1600,1539,1717
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0034_000-9b26d58c_0.jpg,chinese-01_0034_000-9b26d58c_0,huawei,2,name_en,text,1006,715,1452,832,False,3037,1890,True,1006,715,1452,832
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0084_000-ba83f345_1.jpg,chinese-01_0084_000-ba83f345_1,huawei,0,dob,text,1946,1105,2518,1227,False,3180,1964,True,1946,1105,2518,1227
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0084_000-ba83f345_1.jpg,chinese-01_0084_000-ba83f345_1,huawei,1,doe,text,1040,1686,1604,1808,False,3180,1964,True,1040,1686,1604,1808
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0084_000-ba83f345_1.jpg,chinese-01_0084_000-ba83f345_1,huawei,2,name_en,text,1060,752,1413,871,False,3180,1964,True,1060,752,1413,871
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0086_000-5a7ac9e6_1.jpg,chinese-01_0086_000-5a7ac9e6_1,huawei,0,dob,text,1952,1106,2555,1231,False,3190,1969,True,1952,1106,2555,1231
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0086_000-5a7ac9e6_1.jpg,chinese-01_0086_000-5a7ac9e6_1,huawei,1,doe,text,1043,1686,1648,1811,False,3190,1969,True,1043,1686,1648,1811
official_test,digital_3,test/attack/digital_3/huawei/chinese-01_0086_000-5a7ac9e6_1.jpg,chinese-01_0086_000-5a7ac9e6_1,huawei,2,name_en,text,1063,751,1511,871,False,3190,1969,True,1063,751,1511,871
official_test,digital_3,test/attack/digital_3/huawei/chinese-020_03.jpg,chinese-020_03,huawei,0,dob,text,1953,1105,2564,1227,False,3188,1968,True,1953,1105,2564,1227
official_test,digital_3,test/attack/digital_3/huawei/chinese-020_03.jpg,chinese-020_03,huawei,1,doe,text,1045,1685,1613,1807,False,3188,1968,True,1045,1685,1613,1807
official_test,digital_3,test/attack/digital_3/huawei/chinese-020_03.jpg,chinese-020_03,huawei,2,name_en,text,1065,751,1327,868,False,3188,1968,True,1065,751,1327,868
official_test,digital_3,test/attack/digital_3/huawei/chinese-039_03.jpg,chinese-039_03,huawei,0,dob,text,1952,1106,2526,1228,False,3190,1968,True,1952,1106,2526,1228
official_test,digital_3,test/attack/digital_3/huawei/chinese-039_03.jpg,chinese-039_03,huawei,1,doe,text,1043,1686,1608,1808,False,3190,1968,True,1043,1686,1608,1808
official_test,digital_3,test/attack/digital_3/huawei/chinese-039_03.jpg,chinese-039_03,huawei,2,name_en,text,1060,751,1411,871,False,3190,1968,True,1060,751,1411,871
official_test,digital_3,test/attack/digital_3/huawei/chinese-064_03.jpg,chinese-064_03,huawei,0,dob,text,1976,1106,2565,1230,False,3225,1971,True,1976,1106,2565,1230
official_test,digital_3,test/attack/digital_3/huawei/chinese-064_03.jpg,chinese-064_03,huawei,1,doe,text,1057,1687,1626,1811,False,3225,1971,True,1057,1687,1626,1811
official_test,digital_3,test/attack/digital_3/huawei/chinese-064_03.jpg,chinese-064_03,huawei,2,name_en,text,1077,748,1490,869,False,3225,1971,True,1077,748,1490,869
official_test,digital_3,test/attack/digital_3/huawei/chinese-081_03.jpg,chinese-081_03,huawei,0,dob,text,1969,1103,2513,1226,False,3214,1967,True,1969,1103,2513,1226
official_test,digital_3,test/attack/digital_3/huawei/chinese-081_03.jpg,chinese-081_03,huawei,1,doe,text,1054,1684,1621,1807,False,3214,1967,True,1054,1684,1621,1807
official_test,digital_3,test/attack/digital_3/huawei/chinese-081_03.jpg,chinese-081_03,huawei,2,name_en,text,1077,745,1477,865,False,3214,1967,True,1077,745,1477,865
official_test,digital_3,test/attack/digital_3/huawei/chinese-096_03.jpg,chinese-096_03,huawei,0,dob,text,1939,1116,2517,1238,False,3178,1974,True,1939,1116,2517,1238
official_test,digital_3,test/attack/digital_3/huawei/chinese-096_03.jpg,chinese-096_03,huawei,1,doe,text,1033,1694,1593,1816,False,3178,1974,True,1033,1694,1593,1816
official_test,digital_3,test/attack/digital_3/huawei/chinese-096_03.jpg,chinese-096_03,huawei,2,name_en,text,1050,760,1366,879,False,3178,1974,True,1050,760,1366,879
official_test,digital_3,test/attack/digital_3/huawei/chinese-099_03.jpg,chinese-099_03,huawei,0,dob,text,1956,1097,2537,1220,False,3197,1959,True,1956,1097,2537,1220
official_test,digital_3,test/attack/digital_3/huawei/chinese-099_03.jpg,chinese-099_03,huawei,1,doe,text,1048,1675,1615,1798,False,3197,1959,True,1048,1675,1615,1798
official_test,digital_3,test/attack/digital_3/huawei/chinese-099_03.jpg,chinese-099_03,huawei,2,name_en,text,1068,744,1532,864,False,3197,1959,True,1068,744,1532,864
official_test,digital_3,test/attack/digital_3/huawei/chinese-102_03.jpg,chinese-102_03,huawei,0,dob,text,1955,1108,2542,1231,False,3196,1974,True,1955,1108,2542,1231
official_test,digital_3,test/attack/digital_3/huawei/chinese-102_03.jpg,chinese-102_03,huawei,1,doe,text,1045,1689,1609,1812,False,3196,1974,True,1045,1689,1609,1812
official_test,digital_3,test/attack/digital_3/huawei/chinese-102_03.jpg,chinese-102_03,huawei,2,name_en,text,1065,753,1451,873,False,3196,1974,True,1065,753,1451,873
official_test,digital_3,test/attack/digital_3/huawei/chinese-107_03.jpg,chinese-107_03,huawei,0,dob,text,1954,1128,2538,1254,False,3213,1999,True,1954,1128,2538,1254
official_test,digital_3,test/attack/digital_3/huawei/chinese-107_03.jpg,chinese-107_03,huawei,1,doe,text,1042,1713,1609,1839,False,3213,1999,True,1042,1713,1609,1839
official_test,digital_3,test/attack/digital_3/huawei/chinese-107_03.jpg,chinese-107_03,huawei,2,name_en,text,1062,771,1470,891,False,3213,1999,True,1062,771,1470,891
official_test,digital_3,test/attack/digital_3/huawei/chinese-113_03.jpg,chinese-113_03,huawei,0,dob,text,1936,1116,2502,1241,False,3178,1973,True,1936,1116,2502,1241
official_test,digital_3,test/attack/digital_3/huawei/chinese-113_03.jpg,chinese-113_03,huawei,1,doe,text,1030,1694,1602,1819,False,3178,1973,True,1030,1694,1602,1819
official_test,digital_3,test/attack/digital_3/huawei/chinese-113_03.jpg,chinese-113_03,huawei,2,name_en,text,1050,760,1457,879,False,3178,1973,True,1050,760,1457,879
official_test,digital_3,test/attack/digital_3/huawei/chinese-142_03.jpg,chinese-142_03,huawei,0,dob,text,1949,1107,2518,1230,False,3195,1967,True,1949,1107,2518,1230
official_test,digital_3,test/attack/digital_3/huawei/chinese-142_03.jpg,chinese-142_03,huawei,1,doe,text,1042,1689,1611,1814,False,3195,1967,True,1042,1689,1611,1814
official_test,digital_3,test/attack/digital_3/huawei/chinese-142_03.jpg,chinese-142_03,huawei,2,name_en,text,1062,752,1502,872,False,3195,1967,True,1062,752,1502,872
official_test,digital_3,test/attack/digital_3/huawei/chinese-NF-1014.jpg,chinese-NF-1014,huawei,0,dob,text,1950,1106,2530,1228,False,3192,1970,True,1950,1106,2530,1228
official_test,digital_3,test/attack/digital_3/huawei/chinese-NF-1014.jpg,chinese-NF-1014,huawei,1,doe,text,1038,1684,1627,1809,False,3192,1970,True,1038,1684,1627,1809
official_test,digital_3,test/attack/digital_3/huawei/chinese-NF-1014.jpg,chinese-NF-1014,huawei,2,name_en,text,1061,752,1521,872,False,3192,1970,True,1061,752,1521,872
official_test,digital_3,test/attack/digital_3/huawei/chinese-NF-1023.jpg,chinese-NF-1023,huawei,0,dob,text,1949,1112,2530,1235,False,3199,1980,True,1949,1112,2530,1235
