source_type,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,cache_sha256
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1023.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1023.jpg,chinese-NF-1023,bonafide,,iphone15pro,0,54,a598418decfff5e8e12c34baef7304efc9272301dd8f20be269856e81f8f2201
natural_bonafide,train/bonafide/scan/chinese-NF-1023.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1023.jpg,chinese-NF-1023,bonafide,,scan,0,63,33b9eb4ecedd4715ac450e1cfdc27687575d7844a975a61610844c57c9082f4d
original_attack,train/attack/digital_1/huawei/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_1,huawei,1,58,27420aaa03b463015dd2788fd04bbd6df96170aa563efe888c1b7bdf14fe4e4e
original_attack,train/attack/digital_1/iphone15pro/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_1,iphone15pro,1,59,8f77e7cf0bb23aa9b9dc95720cb132241aa1694ff4313d42c8940a496ec8a153
original_attack,train/attack/digital_1/scan/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_1,scan,1,73,d1647da3b55a4d93e9ee7839252448c48c3fda9d4984e47d42aeab00715ca19e
original_attack,train/attack/digital_2/huawei/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_2,huawei,1,58,3add9672c8d9ca6a3d9d713d11b14ac33ab1d5b5ea2403ab9cc1ebee2cd2aaf2
original_attack,train/attack/digital_2/iphone15pro/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_2,iphone15pro,1,59,892b4f162b6c29625bbab16c651a52958b52a986495c4d1e6cc7c03a8b2bf657
original_attack,train/attack/digital_2/scan/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_2,scan,1,73,0094d71f44d60aa33b3de6928504c202b6ad1ff09d564907ae2ad76c22b97f41
natural_bonafide,train/bonafide/huawei/chinese-NF-1042.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1042.jpg,chinese-NF-1042,bonafide,,huawei,0,58,7d36f2ba2a0c88fd3eef82e81c3e8d16c4489caebaf6316a47fc7fcb2e172319
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1042.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1042.jpg,chinese-NF-1042,bonafide,,iphone15pro,0,59,727d144142dafc7e371c45194b9efc5f76806e676b40f146a23d884f434aee2b
natural_bonafide,train/bonafide/scan/chinese-NF-1042.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1042.jpg,chinese-NF-1042,bonafide,,scan,0,73,5cb12794e57fdcb6d68e06220ea2dbc73700e3f7af8ed5fdb01f7e6a77ed3a35
original_attack,train/attack/digital_1/huawei/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_1,huawei,1,58,8958dab03d77dfc87d89cdfe45f00ffd4d8808cc666cd515707bb103d2b07427
original_attack,train/attack/digital_1/iphone15pro/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_1,iphone15pro,1,72,2e0137bbb52d78dc995705a9f42038b0f786147b31f4dc34028d4daeacd21291
original_attack,train/attack/digital_1/scan/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_1,scan,1,79,360cf5001ee600f19f252d31168895bb0ade3eda6b116a27e5238346cb9ad4a1
original_attack,train/attack/digital_2/huawei/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_2,huawei,1,58,040dd5be16ceee1fc7c284c135538f260b400416d7816ee26ce3292808e48383
original_attack,train/attack/digital_2/iphone15pro/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_2,iphone15pro,1,72,7984c297bf15b4c463de267892083ec2e721a7370ed00ef8fa545234fd0119b0
original_attack,train/attack/digital_2/scan/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_2,scan,1,79,032dea3b2950b28d675b70badfe78b5f02af66e186001efe61eeb64a9b273e9c
natural_bonafide,train/bonafide/huawei/chinese-NF-1059.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1059.jpg,chinese-NF-1059,bonafide,,huawei,0,58,f6862077745c12711fe8aa08c36d85a01e9a9d95d2155088282a4746742d8750
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1059.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1059.jpg,chinese-NF-1059,bonafide,,iphone15pro,0,72,758c849f392cbf5d9db35c7007132689a2c053e3745371168d90b29515b8e1f6
natural_bonafide,train/bonafide/scan/chinese-NF-1059.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1059.jpg,chinese-NF-1059,bonafide,,scan,0,79,a2df1e25587f51bf224f2fbcf62209a588178124c5d88e3939cbcbb87989de40
original_attack,train/attack/digital_1/huawei/chinese-NF-1067.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1067.jpg,chinese-NF-1067,attack,digital_1,huawei,1,63,4422d784bde3ce2c8a66dd13a9176e417c9bce42cd1f7392d704f765000c8cfd
original_attack,train/attack/digital_1/iphone15pro/chinese-NF-1067.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1067.jpg,chinese-NF-1067,attack,digital_1,iphone15pro,1,56,2e61309f4a0adb7ee93df5b43c9c221ec4efe1d7a64cf399554db76a08222514
original_attack,train/attack/digital_1/scan/chinese-NF-1067.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1067.jpg,chinese-NF-1067,attack,digital_1,scan,1,69,a85440b5dc2ce82fe67061de548f8db5718cb92114db76189e9a525e42c10541
original_attack,train/attack/digital_2/huawei/chinese-NF-1067.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1067.jpg,chinese-NF-1067,attack,digital_2,huawei,1,63,6fe50e3bff2559c6c59c080d8a01165d0b4770435e15a73e1a5249a821f8fc24
original_attack,train/attack/digital_2/iphone15pro/chinese-NF-1067.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1067.jpg,chinese-NF-1067,attack,digital_2,iphone15pro,1,56,ad3d7a96ccae506fce8cb5c03e989d12906e3d63be2e88aab4b38ae663333c4a
original_attack,train/attack/digital_2/scan/chinese-NF-1067.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1067.jpg,chinese-NF-1067,attack,digital_2,scan,1,69,b84ee2765c81bf6c7a936b7ceec0f9e5bbe8d5a8a2dc23022252c7d125bab39d
natural_bonafide,train/bonafide/huawei/chinese-NF-1067.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1067.jpg,chinese-NF-1067,bonafide,,huawei,0,63,1440922ac6abea7ea1b43c50bae6de221cf58ea2affc6d8258d6879a4089c742
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1067.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1067.jpg,chinese-NF-1067,bonafide,,iphone15pro,0,56,3822e051db0ef143303a6d80f95ca8db1ebb1b0e7b54872ca1055aeda683d175
natural_bonafide,train/bonafide/scan/chinese-NF-1067.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1067.jpg,chinese-NF-1067,bonafide,,scan,0,69,84998f97f2f0c69ad193b89c2f269317071196f6321f3c6b059037cf7e02d514
original_attack,train/attack/digital_1/huawei/chinese-NF-1072.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1072.jpg,chinese-NF-1072,attack,digital_1,huawei,1,82,3aecd77d98c1deb6093f5fa6bb8e457bdfe2566d86d512b0de8686d41c4ca5a9
original_attack,train/attack/digital_1/iphone15pro/chinese-NF-1072.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1072.jpg,chinese-NF-1072,attack,digital_1,iphone15pro,1,88,32d584a77dab06d158ad65b9cb79c02e8ef6fab1e09ee827ae99a94fece34c54
original_attack,train/attack/digital_1/scan/chinese-NF-1072.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1072.jpg,chinese-NF-1072,attack,digital_1,scan,1,61,2251fca09c17e47eb38f0ac26a6cb9941706f9f7fdcedb24d019e684bb1d1493
original_attack,train/attack/digital_2/huawei/chinese-NF-1072.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1072.jpg,chinese-NF-1072,attack,digital_2,huawei,1,82,58c0d6999ecee9fbbe6c518213d03c44ab04af050d6a9d796979c826dbfee656
original_attack,train/attack/digital_2/iphone15pro/chinese-NF-1072.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1072.jpg,chinese-NF-1072,attack,digital_2,iphone15pro,1,88,f386a8b812a7cc9273ae8f39758ca61a9e0ca09fae5f2d0e3d72d012fbfcee94
original_attack,train/attack/digital_2/scan/chinese-NF-1072.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1072.jpg,chinese-NF-1072,attack,digital_2,scan,1,61,8c29b294ab788fe7d4f632b47e6a6c5b2107df707e0f1b1c0cb3e70ecc59de7f
natural_bonafide,train/bonafide/huawei/chinese-NF-1072.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1072.jpg,chinese-NF-1072,bonafide,,huawei,0,82,74ba93f7c023003ba421da22788ec20abbd555cbca4e965dabe8b4042b18a511
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1072.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1072.jpg,chinese-NF-1072,bonafide,,iphone15pro,0,88,379000517cf361eca4f210432f7194d0de684bc06289d56f9b113f0076ea4a42
natural_bonafide,train/bonafide/scan/chinese-NF-1072.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1072.jpg,chinese-NF-1072,bonafide,,scan,0,61,f38de28e46d8eb3070b5265488dcdedc74aa5e8a85c7ddd8b0f843c93ca48c39
original_attack,train/attack/digital_1/huawei/chinese-NF-1088.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1088.jpg,chinese-NF-1088,attack,digital_1,huawei,1,80,df1c79577b472142b25b65f0b6469467f37a4d082b6f667d7a9e8042842a3c44
original_attack,train/attack/digital_1/iphone15pro/chinese-NF-1088.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1088.jpg,chinese-NF-1088,attack,digital_1,iphone15pro,1,68,fa16abb9e8262645a509d152dbb9eee8b5a1740d841b4cea7ae95ace70ad3534
original_attack,train/attack/digital_1/scan/chinese-NF-1088.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1088.jpg,chinese-NF-1088,attack,digital_1,scan,1,70,d9b78d272263344f8f6c46c168d1b72b59312aacdad53f32f7770076b76bec1a
original_attack,train/attack/digital_2/huawei/chinese-NF-1088.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1088.jpg,chinese-NF-1088,attack,digital_2,huawei,1,80,4b3dc4961f2028e9147f51b232357bc7d114ee64f3b66d6edae1ed44547845bb
original_attack,train/attack/digital_2/iphone15pro/chinese-NF-1088.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1088.jpg,chinese-NF-1088,attack,digital_2,iphone15pro,1,68,69f05a765dcf979774dd3f0d35392e5b27a3c446ade4646a1f8a0d87f6859430
original_attack,train/attack/digital_2/scan/chinese-NF-1088.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1088.jpg,chinese-NF-1088,attack,digital_2,scan,1,70,ee756b3a6a4a30527bf02839b8ca5b9e558e24c6f0200cde5f45e71ea66130d2
natural_bonafide,train/bonafide/huawei/chinese-NF-1088.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1088.jpg,chinese-NF-1088,bonafide,,huawei,0,80,015dc9f3507f85935d4bc63a877a9195bc9f2d9a2fe9ad0fa0deebea49609f89
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1088.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1088.jpg,chinese-NF-1088,bonafide,,iphone15pro,0,68,fa56ee648ecbe36af6fc29b4d3b1be190b9ee84e022843525fd40d1612334d1f
natural_bonafide,train/bonafide/scan/chinese-NF-1088.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1088.jpg,chinese-NF-1088,bonafide,,scan,0,70,c0f0dd6cc69d56b20f369a1e65b0920548859688d8bf4f8e3ff7da648abbb913
original_attack,train/attack/digital_1/huawei/chinese-NF-1101.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1101.jpg,chinese-NF-1101,attack,digital_1,huawei,1,61,adaf660dc49230c6e0abc874b2378d94057f88928857f06b45e050def7b8ec2a
original_attack,train/attack/digital_1/iphone15pro/chinese-NF-1101.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1101.jpg,chinese-NF-1101,attack,digital_1,iphone15pro,1,61,ceb3ac5f5d5853dd18cabcc130220f2f1f81dc459d6f6ecdcae72b28fc477161
original_attack,train/attack/digital_1/scan/chinese-NF-1101.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1101.jpg,chinese-NF-1101,attack,digital_1,scan,1,58,dd359d6c92eeb3d0d70f1b9949e1b54e98676bfb58e7699baa5562966f070fb3
original_attack,train/attack/digital_2/huawei/chinese-NF-1101.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1101.jpg,chinese-NF-1101,attack,digital_2,huawei,1,61,36411c6b1d9312002bf15d4f07b444a54c5ec04b319402ec7c6b940bbb64d1b9
original_attack,train/attack/digital_2/iphone15pro/chinese-NF-1101.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1101.jpg,chinese-NF-1101,attack,digital_2,iphone15pro,1,61,c641c5bed6093f27137bae7746a7398a3769ffa55ccf9d87f489c42b7b877422
original_attack,train/attack/digital_2/scan/chinese-NF-1101.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1101.jpg,chinese-NF-1101,attack,digital_2,scan,1,58,848f6a575ec7a196814481b2b7240aa27ecd5920cbc0b383230676237b1bd9c5
natural_bonafide,train/bonafide/huawei/chinese-NF-1101.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1101.jpg,chinese-NF-1101,bonafide,,huawei,0,61,36fb824ad8a30132d5c240809720197e37114c58d6f2e175f59dbf3211ae3334
natural_bonafide,train/bonafide/iphone15pro/chinese-NF-1101.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1101.jpg,chinese-NF-1101,bonafide,,iphone15pro,0,61,428c2efe33cf4973b148347e985c289b8f7b7572d86016ceb05a0a4a7a5747d4
natural_bonafide,train/bonafide/scan/chinese-NF-1101.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1101.jpg,chinese-NF-1101,bonafide,,scan,0,58,5cd2a1586bd2a5a46a2cb3b0308e11cca7deac4c10fc0d2fed817feedbb28f86
original_attack,train/attack/digital_1/huawei/french-022_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-022_03.jpg,french-022_03,attack,digital_1,huawei,1,67,9f01f2c8db478ffd2c2b8dd177d1b80c71777ee8ed1bf250eab8ba9697bf48a4
original_attack,train/attack/digital_1/iphone15pro/french-022_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-022_03.jpg,french-022_03,attack,digital_1,iphone15pro,1,56,60a266dcf58db4943c840999a2ebb6e399b814816d09b42a0be80ecb1ecac0dd
original_attack,train/attack/digital_1/scan/french-022_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-022_03.jpg,french-022_03,attack,digital_1,scan,1,51,5361ae706cf7819f670927d40a40a40684ea60477cbdf15260a411230487cfe3
original_attack,train/attack/digital_2/huawei/french-022_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/french-022_03.jpg,french-022_03,attack,digital_2,huawei,1,67,1807307cb4a221fbc0472aba18eabd2a38d4f7dc8460bc82848ca26b4cba211a
original_attack,train/attack/digital_2/iphone15pro/french-022_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/french-022_03.jpg,french-022_03,attack,digital_2,iphone15pro,1,56,a400b07f652b6845f869786b4df9591bae842a635d8d2f4548b1c814f7038998
original_attack,train/attack/digital_2/scan/french-022_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/french-022_03.jpg,french-022_03,attack,digital_2,scan,1,51,0087ddb5fc9af69f566b5f4f6fb3e5af87effe9542c456f898b7d863bca133e9
natural_bonafide,train/bonafide/huawei/french-022_03.jpg,data/processed/policy_c/train/bonafide/huawei/french-022_03.jpg,french-022_03,bonafide,,huawei,0,67,8a4437aea7b711ab9a3053ad913ee11877e84362c776ef2a033c1824efe32399
natural_bonafide,train/bonafide/iphone15pro/french-022_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/french-022_03.jpg,french-022_03,bonafide,,iphone15pro,0,56,9212394684f7f82d6d52aae1fcf19971b0b1192f6ecc5df5803cf0e0d7ab5a08
natural_bonafide,train/bonafide/scan/french-022_03.jpg,data/processed/policy_c/train/bonafide/scan/french-022_03.jpg,french-022_03,bonafide,,scan,0,51,78016f4321ebdbd51a4a359af2cc3f8924cc3c00c451097bf7e669e163ee0e70
original_attack,train/attack/digital_1/huawei/french-033_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-033_03.jpg,french-033_03,attack,digital_1,huawei,1,63,e1efe57ba384d811883ad5676d0e1143a0f257502342447469b8a34d73554eef
original_attack,train/attack/digital_1/iphone15pro/french-033_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-033_03.jpg,french-033_03,attack,digital_1,iphone15pro,1,75,c3ef17a4a04440a97b585b00e98dfaaca04201dfe4d58d9ec530d838939b1a0c
original_attack,train/attack/digital_1/scan/french-033_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-033_03.jpg,french-033_03,attack,digital_1,scan,1,76,2a605aad086e9dc79c1bf5b030a3ebaef2dd07cca940580039a1e10f3be14af4
original_attack,train/attack/digital_2/huawei/french-033_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/french-033_03.jpg,french-033_03,attack,digital_2,huawei,1,63,61d71e3ba05bc88c81aa720c07c6cf7d1d0e756e52f9f8ff1588992d68d3b66a
original_attack,train/attack/digital_2/iphone15pro/french-033_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/french-033_03.jpg,french-033_03,attack,digital_2,iphone15pro,1,75,84d4c180b39a457f55ef697bd71ac9a4b3447530245871a1e547f5783533eddd
original_attack,train/attack/digital_2/scan/french-033_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/french-033_03.jpg,french-033_03,attack,digital_2,scan,1,76,2dcb87409e11284a4d996592079e8ba5dbb81e492795fc323e17f710b3f2df0d
natural_bonafide,train/bonafide/huawei/french-033_03.jpg,data/processed/policy_c/train/bonafide/huawei/french-033_03.jpg,french-033_03,bonafide,,huawei,0,63,3550d67c689be3a43c78d49639bd940c815ce0d66c68a8febd59101d61fc68ec
natural_bonafide,train/bonafide/iphone15pro/french-033_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/french-033_03.jpg,french-033_03,bonafide,,iphone15pro,0,75,ed769462c83989d3b05c94c7688b727c083c3b31a82594f4d535bac469f055ea
natural_bonafide,train/bonafide/scan/french-033_03.jpg,data/processed/policy_c/train/bonafide/scan/french-033_03.jpg,french-033_03,bonafide,,scan,0,76,473018219f2c8a7bb6dabea57f9e2e5bd4f355479b013586449e31eb7e432a11
original_attack,train/attack/digital_1/huawei/french-044_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-044_03.jpg,french-044_03,attack,digital_1,huawei,1,71,5165c894855b418974a7e34776a0c88add2fa04574ff614ee93a9755693b8043
original_attack,train/attack/digital_1/iphone15pro/french-044_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-044_03.jpg,french-044_03,attack,digital_1,iphone15pro,1,74,0f91a68cb35f49df8a57e3ce4870b543c675459d322c8552545a6f0ad559416c
original_attack,train/attack/digital_1/scan/french-044_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-044_03.jpg,french-044_03,attack,digital_1,scan,1,64,8466bbb3a7dabedb0cba2cad5d5bb9c8694b9f5fa37f968c266a9590460f93b5
original_attack,train/attack/digital_2/huawei/french-044_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/french-044_03.jpg,french-044_03,attack,digital_2,huawei,1,71,461d5cedd6e7abda3d7259bc2f50173161c46132cf5e04d2c99df81956d782a9
original_attack,train/attack/digital_2/iphone15pro/french-044_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/french-044_03.jpg,french-044_03,attack,digital_2,iphone15pro,1,74,564f0acbbb1dc74e9bab2a33fab5d2e858f230bfaedddedba6283ad702a3e024
original_attack,train/attack/digital_2/scan/french-044_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/french-044_03.jpg,french-044_03,attack,digital_2,scan,1,64,b1002f16789a0c2069b091bd51c8010a7395505de82280e7743198e042cc3042
natural_bonafide,train/bonafide/huawei/french-044_03.jpg,data/processed/policy_c/train/bonafide/huawei/french-044_03.jpg,french-044_03,bonafide,,huawei,0,71,d9dff2c53196221e72b649a4885d897ed28d85ba764f83b95ab33694f03ca9d5
natural_bonafide,train/bonafide/iphone15pro/french-044_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/french-044_03.jpg,french-044_03,bonafide,,iphone15pro,0,74,6a9086da579197d5a21654149d7abcef0eadfd42d89b49aabc05b8d5bcc4dc81
natural_bonafide,train/bonafide/scan/french-044_03.jpg,data/processed/policy_c/train/bonafide/scan/french-044_03.jpg,french-044_03,bonafide,,scan,0,64,412e02412b70318465714eafb770be62a95cada32561dd65d3ab1b9119d25f94
original_attack,train/attack/digital_1/huawei/french-068_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-068_03.jpg,french-068_03,attack,digital_1,huawei,1,76,0eec6d00b03a1e7616a85700b253a73a0e54de9864c17a25f16c35aa29de6e33
original_attack,train/attack/digital_1/iphone15pro/french-068_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-068_03.jpg,french-068_03,attack,digital_1,iphone15pro,1,60,ab37f249c0e10feb2a488dad2278bba384fb9f733303f63cc6ea3edd8a9b6a82
original_attack,train/attack/digital_1/scan/french-068_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-068_03.jpg,french-068_03,attack,digital_1,scan,1,87,e8312aab8477a1ea87aae9bf50f51e5ec1e7b67c785e5729c44604b330824a1c
original_attack,train/attack/digital_2/huawei/french-068_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/french-068_03.jpg,french-068_03,attack,digital_2,huawei,1,76,aacec690deac115824f416a2605ea55482f028b5e2c05a1122629b88e0c2f83d
original_attack,train/attack/digital_2/iphone15pro/french-068_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/french-068_03.jpg,french-068_03,attack,digital_2,iphone15pro,1,60,fa4755332c5ffcccdf48a6bfcc3f4307827dbcd0479a5906999becb6d6e60a9e
original_attack,train/attack/digital_2/scan/french-068_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/french-068_03.jpg,french-068_03,attack,digital_2,scan,1,87,04457ee97241ec40192cfaabc971884741bb401725c6f91be09c5df2b6d2b789
natural_bonafide,train/bonafide/huawei/french-068_03.jpg,data/processed/policy_c/train/bonafide/huawei/french-068_03.jpg,french-068_03,bonafide,,huawei,0,76,56832321cc1c49dfe66429630538fc2c448d866c5f265eb8867a5a83d32b6034
natural_bonafide,train/bonafide/iphone15pro/french-068_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/french-068_03.jpg,french-068_03,bonafide,,iphone15pro,0,60,8bb3fe00770d4a21ddb02f7846e3a96e7e773f3d1f29873e3b6f644e293fe4fb
natural_bonafide,train/bonafide/scan/french-068_03.jpg,data/processed/policy_c/train/bonafide/scan/french-068_03.jpg,french-068_03,bonafide,,scan,0,87,8cbc5a9c3b333bb4df5c7c59be2ae65dc96c28593fdfab25d532b15cc95e37b1
original_attack,train/attack/digital_1/huawei/french-090_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-090_03.jpg,french-090_03,attack,digital_1,huawei,1,70,409c21cd6d79c9c0c16a67aa9e8259d452b8831a3b71c27b0d8c506e8a430493
original_attack,train/attack/digital_1/iphone15pro/french-090_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-090_03.jpg,french-090_03,attack,digital_1,iphone15pro,1,78,248e8580c3b16e97e0b354d3a6cfddf5e47dc44e6a47928301fbf049763adcc3
original_attack,train/attack/digital_1/scan/french-090_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/french-090_03.jpg,french-090_03,attack,digital_1,scan,1,58,73afadae331e7074a16abf8d24012a4a1fbeaeea5ac4543b6a3dedbd35ed21ae
original_attack,train/attack/digital_2/huawei/french-090_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/french-090_03.jpg,french-090_03,attack,digital_2,huawei,1,70,725713b38e3e1f57cc2630a50d345bc531cc24c33d7bb2f566bd38fd94f047aa
original_attack,train/attack/digital_2/iphone15pro/french-090_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/french-090_03.jpg,french-090_03,attack,digital_2,iphone15pro,1,78,cf839ea0dc794a4e5df0475d440c7ce345177dd045739cf226436f92fa5e8982
original_attack,train/attack/digital_2/scan/french-090_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/french-090_03.jpg,french-090_03,attack,digital_2,scan,1,58,ca68a4a262f4853ba5f1a2743804602b86eb94631c0afaac9b224a991b5e0817
natural_bonafide,train/bonafide/huawei/french-090_03.jpg,data/processed/policy_c/train/bonafide/huawei/french-090_03.jpg,french-090_03,bonafide,,huawei,0,70,73b2ef4f3f640ebb9ea2f749e1f89257f7d832a1af17321c59591fe36b52b915
natural_bonafide,train/bonafide/iphone15pro/french-090_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/french-090_03.jpg,french-090_03,bonafide,,iphone15pro,0,78,e4ab1620f51aef0838369e35034b5c74ceb8d4dbac612bb9c48129d1c72e0948
natural_bonafide,train/bonafide/scan/french-090_03.jpg,data/processed/policy_c/train/bonafide/scan/french-090_03.jpg,french-090_03,bonafide,,scan,0,58,c348d61979f8bb84438247e2c83bb9cb801437a12351833c00246308655b5a40
original_attack,train/attack/digital_1/huawei/french-091_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/french-091_03.jpg,french-091_03,attack,digital_1,huawei,1,85,9052541e0616f236cfa1920fa533490df61669bb19367146fb862b780fa83346
original_attack,train/attack/digital_1/iphone15pro/french-091_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/french-091_03.jpg,french-091_03,attack,digital_1,iphone15pro,1,51,5ccf1edfc0811339d0f48b14ce99d83018a97b8e8256808a138ac4f576a6e5d4
