split,image_path,cache_path,file_stem,traffic_type,variant,hardware_source,label,assigned_q,source_sha256,cache_sha256
project_train,train/attack/digital_1/iphone15pro/chinese-081_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-081_03.jpg,chinese-081_03,attack,digital_1,iphone15pro,1,58,553dc540683c315422a6ddad6c24729bb3d1fd63b8e4432a7de8e8bd2a26cdac,15b57e226908468d949831ea0ec22925692c26b21a897cf007b284b144c521e7
project_train,train/attack/digital_1/scan/chinese-081_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-081_03.jpg,chinese-081_03,attack,digital_1,scan,1,66,0b4d429124bafce4c11863b931a92cf6d2f091840d35ed2c8d4d4950c38ecb95,2fd921daee4527bfcf50f30e30d2119fb3f667506a20215cd5a7c401f18c95dd
project_train,train/attack/digital_2/huawei/chinese-081_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-081_03.jpg,chinese-081_03,attack,digital_2,huawei,1,58,0bd811ccd74da4d66ad703065adb2979550af4620e9b729bb8b505243ee049c5,e3be2ca092a597768708c90295b67af6d45f77488e3be27a1a2c1b1113307715
project_train,train/attack/digital_2/iphone15pro/chinese-081_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-081_03.jpg,chinese-081_03,attack,digital_2,iphone15pro,1,58,dd2c598c4139c787607e93dda503f71687a66835755e89b6e5ea8419b1d6a336,ac3c20dedcd95338d2d1ff114b1913e65197fc0f773a9011c5e6556457f445d3
project_train,train/attack/digital_2/scan/chinese-081_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-081_03.jpg,chinese-081_03,attack,digital_2,scan,1,66,65e892e4fb11cad3ac58c6c973c401c1a5de62c062e1494ad8329776c0efbfdc,a510b756cdd4d46e1bc4f76f5ade4c7eacbea541dbaa1a6d2daa6db5b2354f72
project_train,train/bonafide/huawei/chinese-081_03.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-081_03.jpg,chinese-081_03,bonafide,,huawei,0,58,a4fdab9b948a9994f3f72f5358218bec05ce8192d58686608c791ae9aab783bb,4c8784026a7a22d9ebd8cd24bedf082f80cf8c086803d0503e829744e4dbc195
project_train,train/bonafide/iphone15pro/chinese-081_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-081_03.jpg,chinese-081_03,bonafide,,iphone15pro,0,58,813e9c562c5b287912146c393359273aaee5e7abedd52c460469cd759ffcf4f0,b3b2e913dc96d5610c9a2e5a9fbc3d0fd1f44edb80f1a90cc2ce491a8499cd61
project_train,train/bonafide/scan/chinese-081_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-081_03.jpg,chinese-081_03,bonafide,,scan,0,66,dbc3f338b618ec42b7a6c09c67bbccc29dad93b2565bd503c3137bebf87b96ad,afccff98045d07fc7666923854e26d92e3def0e464f504afac5d9d296b3a8381
project_train,train/attack/digital_1/huawei/chinese-096_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-096_03.jpg,chinese-096_03,attack,digital_1,huawei,1,82,8827fec2a8522e457aca30ef871bbd12438a799a6c0eac4cdc63585213fc38b1,f398cd528c8f2b72fb0de704c769b47be6c1493b87cfa26e2ba94cc605d3acc3
project_train,train/attack/digital_1/iphone15pro/chinese-096_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-096_03.jpg,chinese-096_03,attack,digital_1,iphone15pro,1,54,0592b5cff83aad8ca4728e5a3719d9b7d6bfa33f9f057bc45364f0b72d8f959f,0b0423e9f80da3d86ccf80edbc7285d8819f5b252c17c792c929d195b06bd496
project_train,train/attack/digital_1/scan/chinese-096_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-096_03.jpg,chinese-096_03,attack,digital_1,scan,1,79,6f9076827640571117e0e6c5fe894e7bf5171f21e72ac5360800fcf66cc02619,3fc05d49c4de3ed9ce3ca08ca349e49f52f0c49eb2c211880c5da42f984a4bad
project_train,train/attack/digital_2/huawei/chinese-096_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-096_03.jpg,chinese-096_03,attack,digital_2,huawei,1,82,e34baaf7c32b2f874cfa08110e8e67e41223f072ec8178274dc523f63e46852c,4ab81f17472c8453785a6775fa2e3574f196262b4fa5f1ffd74948358da3007f
project_train,train/attack/digital_2/iphone15pro/chinese-096_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-096_03.jpg,chinese-096_03,attack,digital_2,iphone15pro,1,54,18ff8a3bf148ca645193f0578e94be44030dfed7edac76c92cf34f81dd5337d9,1c21937c2b061c2a30231afdf634b6d10eef45a161955299461f3d5009fe0742
project_train,train/attack/digital_2/scan/chinese-096_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-096_03.jpg,chinese-096_03,attack,digital_2,scan,1,79,8d75d9648e68c9282a7ab563157e5b4f62bafef01051c39daa2af84d11e56afd,0351e6b0eae4b6e5c277a92964fa0adfef38add03dd8ae37aa02d6850f17a882
project_train,train/bonafide/huawei/chinese-096_03.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-096_03.jpg,chinese-096_03,bonafide,,huawei,0,82,d2e5572870588d95911c0f556019f0ea675d10ed2a8825fed4d5d92fac1ced82,0c47db40e9be728a9c6b6659de4fd6d5effd4efd1e9aa18f617ad3b734f46913
project_train,train/bonafide/iphone15pro/chinese-096_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-096_03.jpg,chinese-096_03,bonafide,,iphone15pro,0,54,6fed50152f95400b659788633a4c39786d77665db128fed202993840def16e72,9cd5e338d5f3f0da1efa9ae8a347d85abc3e472e6f24fc69c948ce214ee940f8
project_train,train/bonafide/scan/chinese-096_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-096_03.jpg,chinese-096_03,bonafide,,scan,0,79,d37d1878c5d756bcc043680e699df171a49ff839305653e5e8a57f9e73a9a29d,5a7b9a51cccc2f11c576d51a53e329456c73bb69966cee971cb093d80ad68671
project_train,train/attack/digital_1/huawei/chinese-099_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-099_03.jpg,chinese-099_03,attack,digital_1,huawei,1,74,4fc9dca7f31bd917d2ac7f2712857a5b3acf7750e4545e91a9ff524e19c3e813,3195d61608e99264dcc9a39c10f787348fcc2700e1395ad9bf300d4fa0fd653c
project_train,train/attack/digital_1/iphone15pro/chinese-099_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-099_03.jpg,chinese-099_03,attack,digital_1,iphone15pro,1,78,59512cb46a2ced6353d42a5060d305124d06e0ead46b91136fa1c404556bea50,9c67410332af3324e7f5cb80e25d48688141c40f191993169c4550a525008b21
project_train,train/attack/digital_1/scan/chinese-099_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-099_03.jpg,chinese-099_03,attack,digital_1,scan,1,76,425a55741d1b88cd4ab2cbae2332e9edc8ef79e682ebd8f9f0fc749a6a6a4e08,fc0eb4e001e9fd5946afc34356559d52d3c178ed3791f920a1ada2ef0939e5b8
project_train,train/attack/digital_2/huawei/chinese-099_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-099_03.jpg,chinese-099_03,attack,digital_2,huawei,1,74,870190f80b44dbc5e6fc8703c831341c6090558d45d5e27f21e29df7760ada0c,03820584715e7332452e657435523f619930ddedf827a83fcf95622ebbd52287
project_train,train/attack/digital_2/iphone15pro/chinese-099_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-099_03.jpg,chinese-099_03,attack,digital_2,iphone15pro,1,78,f10a61656adfb042b749e248ce48c6eb59dfa598b6e89aec3cad4fd82f490f4e,3d7cd2e6e12295bec78b396402160d82679526274428fa9babf6a0fa38557d25
project_train,train/attack/digital_2/scan/chinese-099_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-099_03.jpg,chinese-099_03,attack,digital_2,scan,1,76,e37ce0f21c61875c144ae70fba7c89005baad41355d627a1e3916f2ab9b5bd62,c3c71da65742d9337ef785f9d69a5d747468390e55ab4ccd8e5a8d1a3b05bde6
project_train,train/bonafide/huawei/chinese-099_03.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-099_03.jpg,chinese-099_03,bonafide,,huawei,0,74,2d9f9ccd82c86f5b7a55cf3ad58c55b0e1866393a07b653149dc05d750fc4c48,c9967115c14a82b828ec757f4e13c2607f9531225f299488e85011a48763a2dc
project_train,train/bonafide/iphone15pro/chinese-099_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-099_03.jpg,chinese-099_03,bonafide,,iphone15pro,0,78,1c5e140edb7d9aa32dcb5b029bfb957a4354c43b4de16055e036c1d0d591a3fb,976598dc6799014234bc3799086f32d60ebdfaf33d2e06c102f8822eb09faef9
project_train,train/bonafide/scan/chinese-099_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-099_03.jpg,chinese-099_03,bonafide,,scan,0,76,6c2b9d9906e3df1e2d313fea979d645b12ca466354ac19cd39f8e02acee86624,eb68905a2adc8bcec40ad842f65589338771100a73902b1d6070856d688d653d
project_train,train/attack/digital_1/huawei/chinese-102_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-102_03.jpg,chinese-102_03,attack,digital_1,huawei,1,76,b622b18fec2b02025d45a0abcf0839692310c6cba28acec38539d42217022eee,9a8d98ec0fb3b8dc8954436efe8084970b0b35159b009881bcd1176e3506f5de
project_train,train/attack/digital_1/iphone15pro/chinese-102_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-102_03.jpg,chinese-102_03,attack,digital_1,iphone15pro,1,59,c23e56d5d08d439e9ffdd4f89901b1f1fda7682eb68dbf6fd67a28c466201cd0,cfa500f5908f0f5c059f2f5e09970ed20aacf3329b05fb34d54f453a954736a1
project_train,train/attack/digital_1/scan/chinese-102_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-102_03.jpg,chinese-102_03,attack,digital_1,scan,1,72,134e076e014f11fe33747bfa9afe41b2e267a056b281805578bca688b46944c9,a55e1e6c8b0bbbd7d58ac5cfb935be0d9feb49cc9682968f559b641a42a4f6f4
project_train,train/attack/digital_2/huawei/chinese-102_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-102_03.jpg,chinese-102_03,attack,digital_2,huawei,1,76,d48aa5055ef580ee874cdaa80b019ad64289ccd585267d9c532b015e53811309,b53ee2fa3ef290932164dac8b2a0d68ab8d471275f98f7613924912b71e7373c
project_train,train/attack/digital_2/iphone15pro/chinese-102_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-102_03.jpg,chinese-102_03,attack,digital_2,iphone15pro,1,59,91dd24853a6a428567214bf47dd6a830dadf949e3a35dc33d0d08604a1e1713b,cf62c0243e82c4fc7a8160b2bd38b47fa9ade79dc266057b087095b8c08603ea
project_train,train/attack/digital_2/scan/chinese-102_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-102_03.jpg,chinese-102_03,attack,digital_2,scan,1,72,698b39b90d5a17d85c269deedd3292d83e1dd05863cd973a34ed148494367f57,3df4eee526221cb1ad467bc9d656126c71707a868bd7fc03544c67844970d4e9
project_train,train/bonafide/huawei/chinese-102_03.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-102_03.jpg,chinese-102_03,bonafide,,huawei,0,76,97a81578ab527c1142559502b0be65e8bb46cbc2ac7784ab0ea46ac9ed39748e,471b2c1835e66af628ffb9e0e973ecc6e87590ddbf916f9ff0457003da26580f
project_train,train/bonafide/iphone15pro/chinese-102_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-102_03.jpg,chinese-102_03,bonafide,,iphone15pro,0,59,6d6b72d0f07bd479ad9af4ba3657098312191eb18cd9b96c41a2fe5190c128fd,dba772952fd15c1c0a858c82b61cdb3fe3d7594afa0af4cd6019a179c09ced7c
project_train,train/bonafide/scan/chinese-102_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-102_03.jpg,chinese-102_03,bonafide,,scan,0,72,72b60d3dcd012e80cd035d3b55e29c17d31047b14f64cd8da993fa9dc0ae5b55,fb45e1fb80d4ed37db8b53216abbe238047426380ef252be212ac158112df83f
project_train,train/attack/digital_1/huawei/chinese-107_03.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-107_03.jpg,chinese-107_03,attack,digital_1,huawei,1,58,5eca447a042b02d42f363441ced2a6f9c5204a91f8f9e753621b183606c78a49,3a0cc86b986838402b9bc5fa4a0a1e847d53e5fc5d30537a21a2af7bbb5115ba
project_train,train/attack/digital_1/iphone15pro/chinese-107_03.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-107_03.jpg,chinese-107_03,attack,digital_1,iphone15pro,1,68,75c63fd051512847307d3772520a55a7bc0a136b2e746fec153bdde8a0dbc52a,25c5fc6dc0388b0ecba3629fb0e78508c26b267fb8553584a113821e180c37b6
project_train,train/attack/digital_1/scan/chinese-107_03.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-107_03.jpg,chinese-107_03,attack,digital_1,scan,1,66,f3ff68a711bc5df5f65469210892739b28d5da9df75d46d191fba4f03d9bf37e,50043285bef4c0bda5116810c84430609a73276c389387052821384c9fb36128
project_train,train/attack/digital_2/huawei/chinese-107_03.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-107_03.jpg,chinese-107_03,attack,digital_2,huawei,1,58,4200a2d62984310a7627611ca7da44c940912dae70fd46892fc968a315283840,399f6411d400987d659fe54c7fdf5a7391aa0500cff019d24676fee11e3845e9
project_train,train/attack/digital_2/iphone15pro/chinese-107_03.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-107_03.jpg,chinese-107_03,attack,digital_2,iphone15pro,1,68,fbc95f12127ec10eb13442ba64b8351dcac8b75a57395ea581d8ddef20711a63,4828adf5c1e86282e9cf6e94639a7dd0ace0f7446dffa216d007e0c2c6a93ece
project_train,train/attack/digital_2/scan/chinese-107_03.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-107_03.jpg,chinese-107_03,attack,digital_2,scan,1,66,7964430b5cfa7e2f959028e10a54a608c0a5c231152f62dfdfd02a5204b35990,dfb2d733f37b759f15c261496c27e1de101557098406cf46431dc054f4bfb4c5
project_train,train/bonafide/huawei/chinese-107_03.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-107_03.jpg,chinese-107_03,bonafide,,huawei,0,58,93606de55e2be2614e0053f474844339028f372f3260fb0cdbe34c407dfc70f6,062eee4967a4c1764f8c9653d1d996bc3508cbf1e89a33d53b7de8e96419360f
project_train,train/bonafide/iphone15pro/chinese-107_03.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-107_03.jpg,chinese-107_03,bonafide,,iphone15pro,0,68,c5e94e65ed3f2561fc5171f7c417eaf76f1d70dd77e388134ae93aaee7dd4a4a,fea2b8429d509dcc858ab6e37d8d4b85a32fc5210750732f75af5276071b6012
project_train,train/bonafide/scan/chinese-107_03.jpg,data/processed/policy_c/train/bonafide/scan/chinese-107_03.jpg,chinese-107_03,bonafide,,scan,0,66,4da4bc9419c7259dc9bfb353ee4d0aacd0f0bc165d343009aa6df8008a4c9125,ecb8203ad3aec8a2a3ed828687b8380cc7febad1df34a56d6c7d2d9278d75935
project_train,train/attack/digital_1/huawei/chinese-NF-1014.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1014.jpg,chinese-NF-1014,attack,digital_1,huawei,1,85,de65cfbf4c1984435b77853f6e5718a0f8bb9fa1fa872dae8dbd476316969971,194878a919dc999c28dd37fc726b155799aa94ebd6699ed0e32cbca0e6c456ce
project_train,train/attack/digital_1/iphone15pro/chinese-NF-1014.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1014.jpg,chinese-NF-1014,attack,digital_1,iphone15pro,1,79,f2d4bb0ffe4deb88fbb1e507247d2a585df6778298852dd66de86a5b67f99d2f,298231840dc5d0f8c8399aeb39f107f6ba6e3793fa227b43bb3451a66f5f8e2a
project_train,train/attack/digital_1/scan/chinese-NF-1014.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1014.jpg,chinese-NF-1014,attack,digital_1,scan,1,87,553fc1ffa8c54141555477519ccdce3f191c9ace0c1bb8b43c02d175965175a6,a73652028ede87ca80a3110fa838f4e58ebabf0809661762ecc6cecb5993568a
project_train,train/attack/digital_2/huawei/chinese-NF-1014.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1014.jpg,chinese-NF-1014,attack,digital_2,huawei,1,85,086ce006392655d97e1e8688b4b3bda201848db8cef81cd3d986bb2165f523ca,ae93631902687e867a5edd55f56fb305810521ca08897d712fdc82dfba200210
project_train,train/attack/digital_2/iphone15pro/chinese-NF-1014.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1014.jpg,chinese-NF-1014,attack,digital_2,iphone15pro,1,79,6be6860437c2283e0023bda6d8b28e1f7f0e48245cafa996590b3d7f7742d6e4,50df826c3f3aa6b93edcf191fa006f37cbb304ebbfbbbd089ce08285d93a4a24
project_train,train/attack/digital_2/scan/chinese-NF-1014.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1014.jpg,chinese-NF-1014,attack,digital_2,scan,1,87,a8cd5c93a2e0566bee8661bdad560a72ae0401ddfefbb8ae14067afed584b06e,e74369a86fe10048218727ace640f59144c59016f903a2fd2d28dd5dbfa85345
project_train,train/bonafide/huawei/chinese-NF-1014.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1014.jpg,chinese-NF-1014,bonafide,,huawei,0,85,d8a18c73243cff429a81e6a8091f9bdc2a837d35d8ecbd678436a1a7d9d68322,64dbb6199bee023a10fea97802ae467da21d624f3df7455592a81b41bff9fb07
project_train,train/bonafide/iphone15pro/chinese-NF-1014.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1014.jpg,chinese-NF-1014,bonafide,,iphone15pro,0,79,70b3ac45082f282e17013c31ee10509af1204222b0212f318754038a5e8febfc,7df9f43896b7a17c658118b399a5642b27d68dfacdeb37714f9cbd23114b0f36
project_train,train/bonafide/scan/chinese-NF-1014.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1014.jpg,chinese-NF-1014,bonafide,,scan,0,87,63df90a77ea2843723ea6f032d99483a5a14d500904c8efa130cb4c8a992d256,617c224b40f47aa14f5bf701359430f34ac80fa21f9f419fa1528aff3c737d16
project_train,train/attack/digital_1/huawei/chinese-NF-1023.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1023.jpg,chinese-NF-1023,attack,digital_1,huawei,1,72,5fbc98021be248bc5ca71bd748b03a441a45dc73fd5ba724cfa12b289020fcfc,7b4266aac49ac4ca308a4293096344cb3f56ea5437a543ccd1696ad15b33b109
project_train,train/attack/digital_1/iphone15pro/chinese-NF-1023.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1023.jpg,chinese-NF-1023,attack,digital_1,iphone15pro,1,54,67ea2514834d8ce0df68ee561c09f117ee40e74760a0b944a3e49545e7210c53,2f1b7884c3f1719f7ad5af0bd057e48ba7d0207cac50b635110f088b9c468b24
project_train,train/attack/digital_1/scan/chinese-NF-1023.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1023.jpg,chinese-NF-1023,attack,digital_1,scan,1,63,7afdaa3f3d728c2347aaf7826d1be6a1a129a24ed19b3a2843ac81580e8b4adb,44308e131241ad39240bb321ac67a8980674a560077f7e58f44e1cca32153afa
project_train,train/attack/digital_2/huawei/chinese-NF-1023.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1023.jpg,chinese-NF-1023,attack,digital_2,huawei,1,72,af44a3e7f695b57b25b0d1d1fbc029ea03a7c9b821480d0d1901d7fb19def19f,15ff76425b62281f05cdc787f47f967f9bb2e4a3fff7cc8aeee6f4b25e2aed78
project_train,train/attack/digital_2/iphone15pro/chinese-NF-1023.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1023.jpg,chinese-NF-1023,attack,digital_2,iphone15pro,1,54,e66457deff1eed121ef3fa8fc8c6ce58133bb07368b92c70f1b79e0c2f52fb6f,42ae98f3dccefd04be09d77263e23076c678d1cd15f8d02088b388d3ca534e4c
project_train,train/attack/digital_2/scan/chinese-NF-1023.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1023.jpg,chinese-NF-1023,attack,digital_2,scan,1,63,cfa4d1781cc8b22b92d1e28d9ae0e6bfaa2580785cd5637921e55a62edaa63fa,bd7c47bc6c66b776129c6404912a3b8bf9c4e920ac1d2407004f8f647cc57b4e
project_train,train/bonafide/huawei/chinese-NF-1023.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1023.jpg,chinese-NF-1023,bonafide,,huawei,0,72,68340d4d71a441cc7b6835c2bf1f86ba2d5bdbd799f3e5fc3ba4d284a72ad37a,985d872bef097ccc5060bf57eb57bda330d1e41cb70c7a349ffd823654ed197c
project_train,train/bonafide/iphone15pro/chinese-NF-1023.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1023.jpg,chinese-NF-1023,bonafide,,iphone15pro,0,54,21246a569e5df8422f652b465603696ab43ca3e9ed031bc15761ac574ebcd18e,a598418decfff5e8e12c34baef7304efc9272301dd8f20be269856e81f8f2201
project_train,train/bonafide/scan/chinese-NF-1023.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1023.jpg,chinese-NF-1023,bonafide,,scan,0,63,d7c08a7e6e240dd051720cb7f40a58ca414b45c255ac14a242345db89bfbf8ab,33b9eb4ecedd4715ac450e1cfdc27687575d7844a975a61610844c57c9082f4d
project_train,train/attack/digital_1/huawei/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_1,huawei,1,58,3ed7f7ace9302dcf2c19fb08e1aa5340b7e18389404df28ec3c08c02385df465,27420aaa03b463015dd2788fd04bbd6df96170aa563efe888c1b7bdf14fe4e4e
project_train,train/attack/digital_1/iphone15pro/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_1,iphone15pro,1,59,bdd3104b25d21a2ad6b471a4d57a0645a7e7e19ca0db790e9e502c3be9c7b358,8f77e7cf0bb23aa9b9dc95720cb132241aa1694ff4313d42c8940a496ec8a153
project_train,train/attack/digital_1/scan/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_1,scan,1,73,63924a3c24476ddc4a3cb032865921f89067f11d082bd464a7fd5bfa8067f29a,d1647da3b55a4d93e9ee7839252448c48c3fda9d4984e47d42aeab00715ca19e
project_train,train/attack/digital_2/huawei/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_2,huawei,1,58,a1b73c7a5c26ff19ae12da0b6b63efe73fde255cdbb7684e40e556feb2e27762,3add9672c8d9ca6a3d9d713d11b14ac33ab1d5b5ea2403ab9cc1ebee2cd2aaf2
project_train,train/attack/digital_2/iphone15pro/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_2,iphone15pro,1,59,633cd67dded5449899c70969575494b5acad15557dee03dc55dacb20a0c760ec,892b4f162b6c29625bbab16c651a52958b52a986495c4d1e6cc7c03a8b2bf657
project_train,train/attack/digital_2/scan/chinese-NF-1042.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1042.jpg,chinese-NF-1042,attack,digital_2,scan,1,73,8372b4097ffd03e6297e3f0859712a177844dd1e40076cdf6b22c732f1d792ed,0094d71f44d60aa33b3de6928504c202b6ad1ff09d564907ae2ad76c22b97f41
project_train,train/bonafide/huawei/chinese-NF-1042.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1042.jpg,chinese-NF-1042,bonafide,,huawei,0,58,5197712aa103317bbf593ce6a541c39de31a32fca1b233e74e78ad8c5d325523,7d36f2ba2a0c88fd3eef82e81c3e8d16c4489caebaf6316a47fc7fcb2e172319
project_train,train/bonafide/iphone15pro/chinese-NF-1042.jpg,data/processed/policy_c/train/bonafide/iphone15pro/chinese-NF-1042.jpg,chinese-NF-1042,bonafide,,iphone15pro,0,59,26900079bc33f4cfdb35cf2a8ddb91c58b2d4ff0512b0ecdbe7f72d878d31f26,727d144142dafc7e371c45194b9efc5f76806e676b40f146a23d884f434aee2b
project_train,train/bonafide/scan/chinese-NF-1042.jpg,data/processed/policy_c/train/bonafide/scan/chinese-NF-1042.jpg,chinese-NF-1042,bonafide,,scan,0,73,24e3703ca3807f8efd76b3bb4e76d75ae760a3bc5e2f6c6906b86704f9e925ef,5cb12794e57fdcb6d68e06220ea2dbc73700e3f7af8ed5fdb01f7e6a77ed3a35
project_train,train/attack/digital_1/huawei/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_1/huawei/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_1,huawei,1,58,4726cca8cbf5a6de0543c4833d4968b3d17498312fa71e86cf2a496d59738f42,8958dab03d77dfc87d89cdfe45f00ffd4d8808cc666cd515707bb103d2b07427
project_train,train/attack/digital_1/iphone15pro/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_1/iphone15pro/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_1,iphone15pro,1,72,81985ac2c671405206c4f01e23b7f1591034df3d7612fa9b67f7a88a839a667d,2e0137bbb52d78dc995705a9f42038b0f786147b31f4dc34028d4daeacd21291
project_train,train/attack/digital_1/scan/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_1/scan/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_1,scan,1,79,ef8f7bf5e0432462701a6f7736401bfe32531bab8af408bd25ce8c72925ff38c,360cf5001ee600f19f252d31168895bb0ade3eda6b116a27e5238346cb9ad4a1
project_train,train/attack/digital_2/huawei/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_2/huawei/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_2,huawei,1,58,e06098a43263dd322cfca085f581e6ee74891ad5cbf617a932063fae6316b33c,040dd5be16ceee1fc7c284c135538f260b400416d7816ee26ce3292808e48383
project_train,train/attack/digital_2/iphone15pro/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_2/iphone15pro/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_2,iphone15pro,1,72,83144cfeac4b97352141d6ba946534bbf81498c55e057fbae7ed7d9017aaa010,7984c297bf15b4c463de267892083ec2e721a7370ed00ef8fa545234fd0119b0
project_train,train/attack/digital_2/scan/chinese-NF-1059.jpg,data/processed/policy_c/train/attack/digital_2/scan/chinese-NF-1059.jpg,chinese-NF-1059,attack,digital_2,scan,1,79,d1768ebb7b02e16f015c0285ce8cd96ec5ea07c9108c4d55125b1354998ca168,032dea3b2950b28d675b70badfe78b5f02af66e186001efe61eeb64a9b273e9c
project_train,train/bonafide/huawei/chinese-NF-1059.jpg,data/processed/policy_c/train/bonafide/huawei/chinese-NF-1059.jpg,chinese-NF-1059,bonafide,,huawei,0,58,86ac878373a0028b2ac4a642a9f4082dbc7f1918ecc230c75f73ded401d35c0a,f6862077745c12711fe8aa08c36d85a01e9a9d95d2155088282a4746742d8750
